,rally,receiving_shot,returned_shot,combined,is_winner,is_forced_error
426,6+b37z1m2d#,z1,m2,z1m2,0,1
427,6s28f3f3f1s2f+1s2v^1n@,s2,v^1,s2v^1,0,0
428,4f39b1b1f1b1f1s3b3f2b2f1w@,b2,f1,b2f1,0,0
429,6f37f+1f1*,f+1,f1,f+1f1,1,0
430,4f17f2b2f2b3f1f1b1f3r2d#,f3,r2,f3r2,0,1
431,6b17b1r2n#,b1,r2,b1r2,0,1
432,6s27f+3r2n#,f+3,r2,f+3r2,0,1
433,6b27f+2f2z3*,f2,z3,f2z3,1,0
434,6f18f1b2f2f2f2b3n@,f2,b3,f2b3,0,0
435,5s27f+1b2n#,f+1,b2,f+1b2,0,1
436,6b18b2f2f2n@,f2,f2,f2f2,0,0
437,5r17b+1f3v3*,f3,v3,f3v3,1,0
438,4s28f3l3d#,f3,l3,f3l3,0,1
439,6b27f+3m2d#,f+3,m2,f+3m2,0,1
440,6s38f+1f1z3m2o2*,m2,o2,m2o2,1,0
441,5r28f3b3f3f2b2f2b2b1b1f1b2b2f2b2f1f1f1w@,f1,f1,f1f1,0,0
442,4r17f+3m2o1*,m2,o1,m2o1,1,0
443,4b28b1f1f3*,f1,f3,f1f3,1,0
444,6b28b2f1b1w@,f1,b1,f1b1,0,0
445,4s37y+3s3n#,y+3,s3,y+3s3,0,1
446,4r18f1r2f+1f3z2s3z2f1*,z2,f1,z2f1,1,0
447,4s27f+3b1*,f+3,b1,f+3b1,1,0
448,4r18f3s3s3n@,s3,s3,s3s3,0,0
449,6s28f1f2b+3s3n#,b+3,s3,b+3s3,0,1
450,4s37f+3m2o3m2o=3*,m2,o=3,m2o=3,1,0
451,6b27b+3b2v1*,b2,v1,b2v1,1,0
452,4r27f+3m2o1f1*,o1,f1,o1f1,1,0
453,4s38f3s3f3s3f3b2f2n@,b2,f2,b2f2,0,0
454,6b27b+3s3w#,b+3,s3,b+3s3,0,1
455,6s37y1r1w#,y1,r1,y1r1,0,1
456,4b38f+1r2v2n@,r2,v2,r2v2,0,0
457,6s28f+3b1w#,f+3,b1,f+3b1,0,1
458,4+r27j3m2o1*,m2,o1,m2o1,1,0
459,4s29f1f3*,f1,f3,f1f3,1,0
460,4+r37z3s2v2*,s2,v2,s2v2,1,0
461,6f18r3s+1f3x#,s+1,f3,s+1f3,0,1
462,6f38f3b1n@,f3,b1,f3b1,0,0
463,4s38f+1r2r3*,r2,r3,r2r3,1,0
464,4f38f3b3s3b3s1f1f3n@,f1,f3,f1f3,0,0
465,6s38f3s2f+1l1o3*,l1,o3,l1o3,1,0
466,5r28f2f1f1w@,f1,f1,f1f1,0,0
467,5r17f+3s1v1*,s1,v1,s1v1,1,0
468,5f28f+3s3z1f1v3*,f1,v3,f1v3,1,0
469,4b38f2f3*,f2,f3,f2f3,1,0
470,4f17f+3s2n#,f+3,s2,f+3s2,0,1
471,6s28f1f3b3s3s3f2b1f2f3s1f1f1f3s#,f1,f3,f1f3,0,1
472,4f18f+13s1*,f+1,s1,f+1s1,1,0
473,4r28f+3b3n#,f+3,b3,f+3b3,0,1
474,6r28f+3b1w#,f+3,b1,f+3b1,0,1
475,c6f27b+3s1w#,b+3,s1,b+3s1,0,1
476,4f28f3s2r1*,s2,r1,s2r1,1,0
477,6s18f1f2f+2s2z3m2o1f2f1*,f2,f1,f2f1,1,0
478,4r27f+3m2o3m2o3m#,m2,o3,m2o3,0,1
479,4f28f+3m3o1*,m3,o1,m3o1,1,0
480,c4s38f+1f2z3n#,f2,z3,f2z3,0,1
481,6r18f+3b2h1n#,b2,h1,b2h1,0,1
482,4f39s2f+1f1v3*,f1,v3,f1v3,1,0
483,4b28f+1f2v3n@,f2,v3,f2v3,0,0
484,4s37s+1m2o3*,m2,o3,m2o3,1,0
485,6f37u+3s3*,u+3,s3,u+3s3,1,0
486,c6s37y+1r3z3*,r3,z3,r3z3,1,0
487,4b38f3f1*,f3,f1,f3f1,1,0
488,c5s18f1f2b2s3f1f1r1f3*,r1,f3,r1f3,1,0
489,4r28b+3s2v1*,s2,v1,s2v1,1,0
490,6s38f1f2n#,f1,f2,f1f2,0,1
491,4b28f+1f2v3*,f2,v3,f2v3,1,0
492,6f28f2f+1f2z;3*,f2,z;3,f2z;3,1,0
493,6f18f2f3s2n#,f3,s2,f3s2,0,1
494,6s28f3s2f1f3*,f1,f3,f1f3,1,0
495,6b27f39b19f1d@,b1,f1,b1f1,0,0
496,6b28f38b27s39s38s39s28b29f29b1n@,f2,b1,f2b1,0,0
497,5b39b38s38f38s38s29f37s29f18f18f18f39s38s39s39b39b2n@,b3,b2,b3b2,0,0
498,5b29f39b29f3d@,b2,f3,b2f3,0,0
499,4f18f27s29f39s37s39s19f27f1d@,f2,f1,f2f1,0,0
500,4b38b39b29f28f17f18f28b28s38f37s28f19f27f+2d@,f2,f+2,f2f+2,0,0
501,4r19f29b27f28f39b39b38b29b38s38s19f3n#,s1,f3,s1f3,0,1
502,6r37s+39b38w#,s+3,b3,s+3b3,0,1
503,6b17f29b39s19f18f18f29b2n@,f2,b2,f2b2,0,0
504,4s38f+19l37o37*,l3,o3,l3o3,1,0
505,6f37f38b37s28s29f38b38s29f18f29f28b18f17f39s37s-1n@,s3,s-1,s3s-1,0,0
506,5f29b27f38b39s39b39b18f19f17f38s39s29b29b39b38s37s+39b2n#,s+3,b2,s+3b2,0,1
507,4f38s39b1n@,s3,b1,s3b1,0,0
508,4f37s+38b1n#,s+3,b1,s+3b1,0,1
509,6f29b39b28f17f28s38s38s29f29b1w@,f2,b1,f2b1,0,0
510,4f28b29b27f39b28f19f18f19f17f19f18f29b39s39u37s-29l1v29f28f28u1n@,f2,u1,f2u1,0,0
511,6b17f29b29s18f18f18f39s37y+17r-1n#,y+1,r-1,y+1r-1,0,1
512,6b28s29f38b29f18r3n#,f1,r3,f1r3,0,1
513,4f28b38b27b27s39f19f28b18*,f2,b1,f2b1,1,0
514,6f28f29b18f29b27f3d@,b2,f3,b2f3,0,0
515,5b17f19f19f28s37s+39m2o28b38s29f27f19*,f2,f1,f2f1,1,0
516,6f28b37s29f39b28b19f1d@,b1,f1,b1f1,0,0
517,4f38b38s38b38b39b39b29f18f3n@,f1,f3,f1f3,0,0
518,4+r27f-17f1d#,f-1,f1,f-1f1,0,1
519,6b18f19f18f18f38s38s39f39b38b38s39s38s39f3d@,s3,f3,s3f3,0,0
520,6s27f+38b3z17r17w#,z1,r1,z1r1,0,1
521,4b27f18f27f+39s3z18*,s3,z1,s3z1,1,0
522,c6f;28s28s28s39s28f18f29b39s39f19f17w#,f1,f1,f1f1,0,1
523,4f28b28s39f39b27f;27s39w@,f;2,s3,f;2s3,0,0
524,4b38b28f18f28f+37s3z19*,s3,z1,s3z1,1,0
525,4f29f18f18f17f27s28f19f19f29s38y17f-18*,y1,f-1,y1f-1,1,0
526,4s37b-38s38w#,b-3,s3,b-3s3,0,1
527,6s28f+39m3o37b19w#,o3,b1,o3b1,0,1
528,6f38s28f19f29f18f38b19f19f37s28f+37b3n#,f+3,b3,f+3b3,0,1
529,5b29f19f28f38s39f18r29f18f28f38*,f2,f3,f2f3,1,0
530,4b28f28f28f38b37w#,f3,b3,f3b3,0,1
531,4f29b28s1n@,b2,s1,b2s1,0,0
532,4f28b+38s1x#,b+3,s1,b+3s1,0,1
533,6r28f18f2d#,f1,f2,f1f2,0,1
534,6b28b28b39f29b19f29b28f39w@,b2,f3,b2f3,0,0
535,4b29f29f39s29s37s+39m3d#,s+3,m3,s+3m3,0,1
536,6s27f38b18f27s3n#,f2,s3,f2s3,0,1
537,6r28f+18f1v3n#,f1,v3,f1v3,0,1
538,5s29f17f28b28b27b38s39f39b18f38w@,b1,f3,b1f3,0,0
539,6r29f18f27b19r19f29b39b28f27b29f38b37s39s39s29f39b38f39b39f39b38s19f19f29s29f19f2d@,f1,f2,f1f2,0,0
540,6f38b29f28b19f28s28s39s28f38b28s29f18f28y+17r-3n#,y+1,r-3,y+1r-3,0,1
541,4f28b28s29f3d@,s2,f3,s2f3,0,0
542,6f37b18f39w#,b1,f3,b1f3,0,1
543,6r18f29b28f19f28f28b28f19f29f37b28f19f39b38s38b29b28s39s29s19f39w@,s1,f3,s1f3,0,0
544,5b28f28s28y1n@,s2,y1,s2y1,0,0
545,5f37b28b29b28f29b28s18f18f2d#,f1,f2,f1f2,0,1
546,5b27f+39b2v^27r-1v17w#,r-1,v1,r-1v1,0,1
547,6s39b39s19f18f19f38s37s;+38s3z^37*,s3,z^3,s3z^3,1,0
548,6+s2v38m3d#,v3,m3,v3m3,0,1
549,6+s2v18l2d#,v1,l2,v1l2,0,1
550,4b29f29f28s28f+37s1n#,f+3,s1,f+3s1,0,1
551,4b38b18f39b39b38b19r#,b3,b1,b3b1,0,1
552,5f28f38b28f18f19f28s39s38f18f29b+37s1v^17r-2n#,v^1,r-2,v^1r-2,0,1
553,6b28b28f38b29f29f;37*,f2,f;3,f2f;3,1,0
554,4r19f18f38b3n#,f3,b3,f3b3,0,1
555,4b17f+3s2z1f2d@,z1,f2,z1f2,0,0
556,6f18f1f+3s3z3n@,s3,z3,s3z3,0,0
557,6b28s3b3f1n@,b3,f1,b3f1,0,0
558,6s28f+3b1v1*,b1,v1,b1v1,1,0
559,4s29f3s2f3w@,s2,f3,s2f3,0,0
560,5s18f+3b2z1n@,b2,z1,b2z1,0,0
561,6s28f3s+3f3*,s+3,f3,s+3f3,1,0
562,6r38f3b3b3d@,b3,b3,b3b3,0,0
563,6s29f3f1d@,f3,f1,f3f1,0,0
564,6b37s+3b1*,s+3,b1,s+3b1,1,0
565,4b28f1f2f1d@,f2,f1,f2f1,0,0
566,6s27f-1f2d#,f-1,f2,f-1f2,0,1
567,6s27f+3m2o2*,m2,o2,m2o2,1,0
568,4f28f+3s2v1*,s2,v1,s2v1,1,0
569,4b38f1r1f+3m3f3b;3s2n#,b;3,s2,b;3s2,0,1
570,6f28f+3b2z2f+1v2z3*,v2,z3,v2z3,1,0
571,5s29f3b3f3w@,b3,f3,b3f3,0,0
572,6r28f+3b2n#,f+3,b2,f+3b2,0,1
573,6b27s+3b3*,s+3,b3,s+3b3,1,0
574,6b28f1f3s+3n@,f3,s+3,f3s+3,0,0
575,4f28f1r3f+3b1*,f+3,b1,f+3b1,1,0
576,6f27f1f1f3n@,f1,f3,f1f3,0,0
577,6r28f1f1f+3b3n#,f+3,b3,f+3b3,0,1
578,5f27f+3b3n@,f+3,b3,f+3b3,0,0
579,4b38f1f2n#,f1,f2,f1f2,0,1
580,4s38f1f2f1f1f3s2f3b2f1w@,b2,f1,b2f1,0,0
581,4s37f+1f1n#,f+1,f1,f+1f1,0,1
582,4b37u+3s1n#,u+3,s1,u+3s1,0,1
583,6f27f+;3b2z^1*,b2,z^1,b2z^1,1,0
584,6r38b3s3f3s2f+3b1*,f+3,b1,f+3b1,1,0
585,c6r28f3s3n@,f3,s3,f3s3,0,0
586,6f29f3b3f1d@,b3,f1,b3f1,0,0
587,6f29f3b3f3w@,b3,f3,b3f3,0,0
588,5b27f+3b2z1*,b2,z1,b2z1,1,0
589,4b28f1f1w#,f1,f1,f1f1,0,1
590,4f;28f+3b2z1f1x#,z1,f1,z1f1,0,1
591,6s27f+1f1v2*,f1,v2,f1v2,1,0
592,4r18f1f1f2b3b3f3b3f1f1f1f3s3b2f1f2f2f+1f1h3w#,f1,h3,f1h3,0,1
593,6s28f1f1f1r2b+3d@,r2,b+3,r2b+3,0,0
594,6r27f+3b2v1f3x#,v1,f3,v1f3,0,1
595,6s38f+1f2v3*,f2,v3,f2v3,1,0
596,4b37s+3b2v1*,b2,v1,b2v1,1,0
597,4s38j+1f1d#,j+1,f1,j+1f1,0,1
598,4s28f+2b2z3m3d#,z3,m3,z3m3,0,1
599,4s29r2f+3m3o1f2d#,o1,f2,o1f2,0,1
600,4f18f3b3s3f3n@,s3,f3,s3f3,0,0
601,6r28f+1f3z#,f+1,f3,f+1f3,0,1
602,4f28f3b2f3s3f3s3f2f3f3f1f2f3b3s3s3f+3b1w#,f+3,b1,f+3b1,0,1
603,4f27f3s2f1f3s2f3s3f3d@,s3,f3,s3f3,0,0
604,6r28f3s2f3n@,s2,f3,s2f3,0,0
605,6s37s+3f1v^2n@,f1,v^2,f1v^2,0,0
606,4b38s2f1f1f3s3s3f2s3f+3b2d#,f+3,b2,f+3b2,0,1
607,4r29f3s2d#,f3,s2,f3s2,0,1
608,4s38b3s3f3b1n@,f3,b1,f3b1,0,0
609,6s28f3b2f2f3b3s1f3b;3s+2f2z1n@,f2,z1,f2z1,0,0
610,4s28f+2b2z2n@,b2,z2,b2z2,0,0
611,4s37s2f1d@,s2,f1,s2f1,0,0
612,5b38s3s2f3b2d@,f3,b2,f3b2,0,0
613,4s39f3b1w@,f3,b1,f3b1,0,0
614,4s38f3b1*,f3,b1,f3b1,1,0
615,c6f29f2f+1n@,f2,f+1,f2f+1,0,0
616,4r38b3f1f1f1f1f3s1f+1*,s1,f+1,s1f+1,1,0
617,6f38b2f1*,b2,f1,b2f1,1,0
618,c5f29f2f3d@,f2,f3,f2f3,0,0
619,4s37u+3b1d@,u+3,b1,u+3b1,0,0
620,4s29f3s2f+3d@,s2,f+3,s2f+3,0,0
621,4f28b2f1f2d@,f1,f2,f1f2,0,0
622,4f28f+3s3z^3w@,s3,z^3,s3z^3,0,0
623,5s28r+1f1*,r+1,f1,r+1f1,1,0
624,4s27f+3b1*,f+3,b1,f+3b1,1,0
625,6f29f1j+1*,f1,j+1,f1j+1,1,0
626,6r17f1f2f+1l3o3*,l3,o3,l3o3,1,0
627,6s28f1f3b3b2f2f3s2f+2b2v1r1w#,v1,r1,v1r1,0,1
628,c5b28f+1f3n#,f+1,f3,f+1f3,0,1
629,4f18f3s3f+3b3n@,f+3,b3,f+3b3,0,0
630,6f28u+3s3n#,u+3,s3,u+3s3,0,1
631,6b28j+1f3d#,j+1,f3,j+1f3,0,1
632,6r37f+1f1w#,f+1,f1,f+1f1,0,1
633,c6s38s3f3b3n@,f3,b3,f3b3,0,0
634,4s37f3s3n#,f3,s3,f3s3,0,1
635,4s27f+3b1*,f+3,b1,f+3b1,1,0
636,6r38f3b2f1f1f2s3b1r1u+3b1v1*,b1,v1,b1v1,1,0
637,4f18f2f3d@,f2,f3,f2f3,0,0
638,4s28f1f1n#,f1,f1,f1f1,0,1
639,6s28f3b2f1f3b2f2b2f3b1r2f3b3b2f1*,b2,f1,b2f1,1,0
640,5s18f+3s2v2n@,s2,v2,s2v2,0,0
641,4s28f+2f3*,f+2,f3,f+2f3,1,0
642,4s38u3b+1f1*,b+1,f1,b+1f1,1,0
643,6b28f+3b2z1*,b2,z1,b2z1,1,0
644,5+s37z3b3z1*,b3,z1,b3z1,1,0
645,6s28f+1f3w#,f+1,f3,f+1f3,0,1
646,6f28f3b3f2f2d#,f2,f2,f2f2,0,1
647,4f38b3b1f1f3x#,f1,f3,f1f3,0,1
648,6f28f1f3n#,f1,f3,f1f3,0,1
649,4b28f1f1f+3m3p1l3x#,p1,l3,p1l3,0,1
650,6s38b3b2f1d@,b2,f1,b2f1,0,0
651,4f28f2b3w@,f2,b3,f2b3,0,0
652,5b28f3b1f1r3b3*,r3,b3,r3b3,1,0
653,6b28r1f1n@,r1,f1,r1f1,0,0
654,4s38u+3s1l2*,s1,l2,s1l2,1,0
655,4f38s2u+3s3z2m2f2z3*,f2,z3,f2z3,1,0
656,4s38f+1f1v3d@,f1,v3,f1v3,0,0
657,4+r28j3m2o3m2o3m2o1*,m2,o1,m2o1,1,0
658,6r37b+3b1v1*,b1,v1,b1v1,1,0
659,6s38f1f1f1n@,f1,f1,f1f1,0,0
660,c6s38b3b2f1f3d#,f1,f3,f1f3,0,1
661,5s29f3s1f1f1*,f1,f1,f1f1,1,0
662,5r28u+3s1v1*,s1,v1,s1v1,1,0
663,4b28b28f38f37f1d@,f3,f1,f3f1,0,0
664,5f28f29b18b28b29b28f18b18f18b18f+38r2v18*,r2,v1,r2v1,1,0
665,4s29f+18m17o19b#,m1,o1,m1o1,0,1
666,4f27f+17m1o28*,m1,o2,m1o2,1,0
667,5+f2z39f1x#,z3,f1,z3f1,0,1
668,4r29f37s39f38b1n@,f3,b1,f3b1,0,0
669,4s28b18f38f38b39w@,f3,b3,f3b3,0,0
670,6s29f37s19f28b29f37b28f19w@,b2,f1,b2f1,0,0
671,4s19b17f3@,b1,f3,b1f3,0,0
672,4f29f39s29f38b2d@,f3,b2,f3b2,0,0
673,4b28f18b19f18b29f19b1n@,f1,b1,f1b1,0,0
674,6f27f-18b3d#,f-1,b3,f-1b3,0,1
675,6r29f27f19f18b19f27f3n@,f2,f3,f2f3,0,0
676,6r18f17b18f27f39b2n@,f3,b2,f3b2,0,0
677,5f28s29f+37r37y-17*,r3,y-1,r3y-1,1,0
678,4+s2z19f2n#,z1,f2,z1f2,0,1
679,4b17f19b;27*,f1,b;2,f1b;2,1,0
680,4f17y+37b-29*,y+3,b-2,y+3b-2,1,0
681,6b28f39f37y37r-1w#,y3,r-1,y3r-1,0,1
682,5s37r37f-37f19*,f-3,f1,f-3f1,1,0
683,6s28f29b29f27f+18m19w#,f+1,m1,f+1m1,0,1
684,6f28b18f2n@,b1,f2,b1f2,0,0
685,c6b19r18b+3n@,r1,b+3,r1b+3,0,0
686,4r17b+38b1n#,b+3,b1,b+3b1,0,1
687,c6r2j=+17s2n#,j=+1,s2,j=+1s2,0,1
688,6r28f+39f17h2z=38*,h2,z=3,h2z=3,1,0
689,4s39f28f29b2n@,f2,b2,f2b2,0,0
690,4s18b18f38w@,b1,f3,b1f3,0,0
691,6b27f37b3n@,f3,b3,f3b3,0,0
692,4b17f;18b+39s3v18*,s3,v1,s3v1,1,0
693,4b39f18s17f-19b2z38f3z27*,f3,z2,f3z2,1,0
694,4r17s19r39*,s1,r3,s1r3,1,0
695,4s38f38s28s+1n@,s2,s+1,s2s+1,0,0
696,6s28f+38b3n#,f+3,b3,f+3b3,0,1
697,4b28f+19s2d#,f+1,s2,f+1s2,0,1
698,6s29f38b39f29f28f38f28b;17f3n#,b;1,f3,b;1f3,0,1
699,c4f18b19f29b27f18b18f39f39s19s19f37f3n#,f3,f3,f3f3,0,1
700,6b37u-17f-19*,u-1,f-1,u-1f-1,1,0
701,4b29f18f18*,f1,f1,f1f1,1,0
702,4f18b28b28f28f19*,f2,f1,f2f1,1,0
703,4b28f+19b1v2n#,b1,v2,b1v2,0,1
704,4f28f+19m3n#,f+1,m3,f+1m3,0,1
705,4s38f28f18b19f!2d@,f1,b1,f1b1,0,0
706,c4b27b+19f2v39m1d#,v3,m1,v3m1,0,1
707,6b28f38f38s18s39b3x@,s3,b3,s3b3,0,0
708,cc6f28f17b18f38w@,b1,f3,b1f3,0,0
709,6b29f39f38f19w@,f3,f1,f3f1,0,0
710,4b19b28f+38f3z;17*,f3,z;1,f3z;1,1,0
711,c6f17b19f19w#,b1,f1,b1f1,0,1
712,4b29f27f+39b3w#,f+3,b3,f+3b3,0,1
713,5b29f28f+39f1n#,f+3,f1,f+3f1,0,1
714,6s28f18f28b29b29b28s18f38s2n@,f3,s2,f3s2,0,0
715,4b28b28f19b1n@,f1,b1,f1b1,0,0
716,6s28f18f1n@,f1,f1,f1f1,0,0
717,6+b2v38l2o18*,l2,o1,l2o1,1,0
718,4s19b18f29b29s17s+2n@,s1,s+2,s1s+2,0,0
719,6r17f+38l3o39f1w#,o3,f1,o3f1,0,1
720,6b29f28f19f2n#,f1,f2,f1f2,0,1
721,6s19f18b39b38f19f2n#,f1,f2,f1f2,0,1
722,4b17f+38f18*,f+3,f1,f+3f1,1,0
723,6b29f19b19f18b18f39f38s28s39b28b38*,b2,b3,b2b3,1,0
724,6f19b29b18b39b18b1d@,b1,b1,b1b1,0,0
725,6s;17s29f18b1d@,f1,b1,f1b1,0,0
726,4s27f+19l1d#,f+1,l1,f+1l1,0,1
727,4s28b39s29f38s27f+39b2n#,f+3,b2,f+3b2,0,1
728,4b38f38s2n@,f3,s2,f3s2,0,0
729,4b18f17s39f18w@,s3,f1,s3f1,0,0
730,4s39f38s+19m1o;37*,m1,o;3,m1o;3,1,0
731,4m28f38f28f2d#,f2,f2,f2f2,0,1
732,6m2j17b3z37*,b3,z3,b3z3,1,0
733,6b;27r3b+1f2n#,b+1,f2,b+1f2,0,1
734,6f37s2f+1*,s2,f+1,s2f+1,1,0
735,c4b38b1f1f2b+1f1*,b+1,f1,b+1f1,1,0
736,4s28j+3b1w@,j+3,b1,j+3b1,0,0
737,4f18f3b1*,f3,b1,f3b1,1,0
738,6f28f3b2b2f3d@,b2,f3,b2f3,0,0
739,5b17f3b3b3b2b2f3w@,b2,f3,b2f3,0,0
740,6f28f3b3b3n@,b3,b3,b3b3,0,0
741,4s37b+1l1o3*,l1,o3,l1o3,1,0
742,4f17f1f1f2d@,f1,f2,f1f2,0,0
743,4f28f+3b1*,f+3,b1,f+3b1,1,0
744,4f18f2b1d#,f2,b1,f2b1,0,1
745,6s38b3s2b3b2b1*,b2,b1,b2b1,1,0
746,4f29f2b3b3b3f3b1f2n#,b1,f2,b1f2,0,1
747,4f28b2b3s1f+3s1r3b2z3x@,b2,z3,b2z3,0,0
748,6f28f1f3w@,f1,f3,f1f3,0,0
749,6s28f1f2b3f1f1f3s3b3b3b1r1f1f3n#,f1,f3,f1f3,0,1
750,6+b27i3b3*,i3,b3,i3b3,1,0
751,4f28f1r3f1f1f3*,f1,f3,f1f3,1,0
752,4f27b2f1f1f1r2f+1f2z1n@,f2,z1,f2z1,0,0
753,4f19v=2b3m3o=3b1*,o=3,b1,o=3b1,1,0
754,6f29f3b3b3b3b3b3b2f3b3d@,f3,b3,f3b3,0,0
755,5b29f2b3b2f1f3b2f1*,b2,f1,b2f1,1,0
756,4s27b+1f1v3n#,f1,v3,f1v3,0,1
757,c6b38s3b3s3f2f2y1n@,f2,y1,f2y1,0,0
758,6s37s1f1r3n#,f1,r3,f1r3,0,1
759,4f18r3y+1n@,r3,y+1,r3y+1,0,0
760,6f38b3b1f3b3b3b1d@,b3,b1,b3b1,0,0
761,6s28f+3m2d#,f+3,m2,f+3m2,0,1
762,4f28f3b2f1*,b2,f1,b2f1,1,0
763,6f37b3b3b3b3b3b3s3b1w@,s3,b1,s3b1,0,0
764,6f28b3b1f1f2n@,f1,f2,f1f2,0,0
765,6f27f;3b3b3b1f2s3s3s2n@,s3,s2,s3s2,0,0
766,6f28f3s3n@,f3,s3,f3s3,0,0
767,6f28f3b2f3w@,b2,f3,b2f3,0,0
768,6f28b2f1f2b+3b1n@,b+3,b1,b+3b1,0,0
769,4f28f3m2o1*,m2,o1,m2o1,1,0
770,6f38b2f2n@,b2,f2,b2f2,0,0
771,6b37b3s1f1f3s3y+1l3t3x#,l3,t3,l3t3,0,1
772,4b27f1f1r3*,f1,r3,f1r3,1,0
773,6m38f+19f27*,f+1,f2,f+1f2,1,0
774,5f38b39s27f+38b27i1n#,b2,i1,b2i1,0,1
775,6s29f39b29f39b27f18f29s37s+29f1v^37*,f1,v^3,f1v^3,1,0
776,6r29f+38s3z^37s-3n#,z^3,s-3,z^3s-3,0,1
777,4b37s28f29f2n#,f2,f2,f2f2,0,1
778,6r28f3b2d@,f3,b2,f3b2,0,0
779,6f29f39s39s1n@,s3,s1,s3s1,0,0
780,4f28f17r38s39s39f37s18f28s39s39s+38s3n#,s+3,s3,s+3s3,0,1
781,6r18f+39s1n#,f+3,s1,f+3s1,0,1
782,6b37y-37s-1n#,y-3,s-1,y-3s-1,0,1
783,6s38s39f18f28u3n@,f2,u3,f2u3,0,0
784,5b28u+37s-;37s-2d#,s-;3,s-2,s-;3s-2,0,1
785,4r29f38s39f+18l37w#,f+1,l3,f+1l3,0,1
786,5b28b+39s2v17*,s2,v1,s2v1,1,0
787,6f29f38b1n@,f3,b1,f3b1,0,0
788,6r27f+18f1n#,f+1,f1,f+1f1,0,1
789,5r28f+38m2o39b3n#,o3,b3,o3b3,0,1
790,6r29f38s38s28f+38*,s2,f+3,s2f+3,1,0
791,5s29f18f17u+37s-18w#,u+3,s-1,u+3s-1,0,1
792,4r37s+;38m3o17*,m3,o1,m3o1,1,0
793,4s29f38s2n#,f3,s2,f3s2,0,1
794,6f37y17f-3n#,y1,f-3,y1f-3,0,1
795,6s29b2f1w@,b2,f1,b2f1,0,0
796,4r28b+38s3z1n#,s3,z1,s3z1,0,1
797,4r39b39s38f19f1d#,f1,f1,f1f1,0,1
798,4f28s38s38f19w@,s3,f1,s3f1,0,0
799,6f38s39f39b37s28f38b38s39b38s38s38f19f18f29b+39s1x#,b+3,s1,b+3s1,0,1
800,6f28f39b37s29f38b38b29f3d@,b2,f3,b2f3,0,0
801,4s39f37s28f+37m27o37*,m2,o3,m2o3,1,0
802,6f27f+18r3n#,f+1,r3,f+1r3,0,1
803,4r29f+38s2z3n#,s2,z3,s2z3,0,1
804,4f27s+29b1v^17*,b1,v^1,b1v^1,1,0
805,6b28b3b2b3b2b2s1f1f2n@,f1,f2,f1f2,0,0
806,6f18f1f3d#,f1,f3,f1f3,0,1
807,4f19f1f3s2u3s-;1l3*,s-;1,l3,s-;1l3,1,0
808,4f18f1f3*,f1,f3,f1f3,1,0
809,4b28f2f3b3b2n#,b3,b2,b3b2,0,1
810,4f18f1f1f3s2j2f1*,j2,f1,j2f1,1,0
811,4r29b3m1d#,b3,m1,b3m1,0,1
812,4b29b1f2d#,b1,f2,b1f2,0,1
813,6f18f2b3d@,f2,b3,f2b3,0,0
814,6b28b2b3y1f-1f3*,f-1,f3,f-1f3,1,0
815,4b38s1f1d@,s1,f1,s1f1,0,0
816,4b39b2f3b3y1u-3*,y1,u-3,y1u-3,1,0
817,6f18f1f3w@,f1,f3,f1f3,0,0
818,6s39b2u1u-3*,u1,u-3,u1u-3,1,0
819,4f19f2y1w@,f2,y1,f2y1,0,0
820,6r27f-1f1*,f-1,f1,f-1f1,1,0
821,4f19f1f2f3b3b3b2b1f2b2d@,f2,b2,f2b2,0,0
822,4b29f1f1u3b-3*,u3,b-3,u3b-3,1,0
823,6f17u+3s-3n#,u+3,s-3,u+3s-3,0,1
824,4f29f2b2b3b3b2b2f1f2u3s-3w#,u3,s-3,u3s-3,0,1
825,4f27f3b1w#,f3,b1,f3b1,0,1
826,4b29f1f1f2d#,f1,f2,f1f2,0,1
827,4f28f3b2b2b3b3b2f2n@,b2,f2,b2f2,0,0
828,6m28j=1f2u3y-1f-1w#,y-1,f-1,y-1f-1,0,1
829,4b28f1f1f+3b2v2*,b2,v2,b2v2,1,0
830,6b29f3b2f1f1f3b3f1d@,b3,f1,b3f1,0,0
831,6+r27z3m-3t1w#,m-3,t1,m-3t1,0,1
832,6f28y1r-3m3*,r-3,m3,r-3m3,1,0
833,4b29f1f1f3s2b+3s3z1*,s3,z1,s3z1,1,0
834,4f17f3b3b2f1r3n#,f1,r3,f1r3,0,1
835,6f38b3s3b3s3b3b2b3s3w@,b3,s3,b3s3,0,0
836,4f29f3b3b1f1f2f3b3y+3s-1v2n#,s-1,v2,s-1v2,0,1
837,4r28b3m1d#,b3,m1,b3m1,0,1
838,4f28f+3b1v1*,b1,v1,b1v1,1,0
839,c6f28f3b3d@,f3,b3,f3b3,0,0
840,6f29f1f1d@,f1,f1,f1f1,0,0
841,4f18f2b3b2b3b3b3s3b2s2f3s3b3b3b3b3*,b3,b3,b3b3,1,0
842,6b27f+1f3d@,f+1,f3,f+1f3,0,0
843,4b28f1f1f1n#,f1,f1,f1f1,0,1
844,6b18f3b3y1n@,b3,y1,b3y1,0,0
845,4s38b2r3b1r2b2b3n@,b2,b3,b2b3,0,0
846,6s27b-3b2n#,b-3,b2,b-3b2,0,1
847,6+f18v3m1o1f3b3b3f1*,b3,f1,b3f1,1,0
